trial_number,cv_score,cv_std,mean_best_iteration,fold_0_score,fold_1_score,fold_2_score,fold_3_score,fold_4_score,params_depth,params_l2_leaf_reg,params_learning_rate,params_random_strength,state
94,0.8581306017925737,0.020699233774904204,101.6,0.8601398601398601,0.8671328671328671,0.852112676056338,0.8873239436619719,0.823943661971831,5,3.1197576358329733,0.09984993623369727,0.2403295819462555,COMPLETE
68,0.8567418496995961,0.018135778680641586,108.4,0.8601398601398601,0.8531468531468531,0.8732394366197183,0.8732394366197183,0.823943661971831,5,3.378509669675795,0.0856053715643557,0.04307244404938169,COMPLETE
31,0.8567320003939722,0.017653280604848116,95.6,0.8531468531468531,0.8671328671328671,0.8661971830985915,0.8732394366197183,0.823943661971831,4,3.237026773521992,0.09932220009851249,0.11684326433533654,COMPLETE
35,0.8553432483009947,0.0186296328840853,97.6,0.8531468531468531,0.8531468531468531,0.8661971830985915,0.8802816901408451,0.823943661971831,5,4.157692627101967,0.06791033701681794,0.008753113271588342,COMPLETE
12,0.8539347975967694,0.01854682046723479,110.0,0.8601398601398601,0.8461538461538461,0.8591549295774648,0.8802816901408451,0.823943661971831,4,3.2390362150500747,0.09636812902092426,0.26529004470855244,COMPLETE
85,0.8539249482911455,0.018089058915744295,105.2,0.8531468531468531,0.8601398601398601,0.852112676056338,0.8802816901408451,0.823943661971831,6,3.599784350973886,0.08067449553510984,0.3964883670915473,COMPLETE
36,0.8539150989855214,0.012307242396808122,74.8,0.8601398601398601,0.8601398601398601,0.852112676056338,0.8661971830985915,0.8309859154929577,5,4.18313836893011,0.06471471754853117,0.022054142796235746,COMPLETE
62,0.8539150989855214,0.021183761427284207,81.8,0.8671328671328671,0.8531468531468531,0.852112676056338,0.8802816901408451,0.8169014084507042,5,3.8800409320612235,0.07612566580275783,0.0455087376035538,COMPLETE
22,0.8539052496798976,0.01591126592338416,66.0,0.8671328671328671,0.8601398601398601,0.852112676056338,0.8661971830985915,0.823943661971831,4,2.8242092231962785,0.0988900422553593,0.12936027865285682,COMPLETE
0,0.8539052496798976,0.019785771909119104,79.0,0.8531468531468531,0.8741258741258742,0.8591549295774648,0.8661971830985915,0.8169014084507042,7,3.0,0.05,0.0,COMPLETE
75,0.8538954003742735,0.022637604278588446,55.8,0.8531468531468531,0.8811188811188811,0.8450704225352113,0.8732394366197183,0.8169014084507042,6,2.6665457928677685,0.07828352643766646,0.0019555776681964704,COMPLETE
67,0.8525263468925439,0.01834081406149022,69.0,0.8391608391608392,0.8671328671328671,0.8591549295774648,0.8732394366197183,0.823943661971831,4,1.0327611004706647,0.0935939115727636,0.30166173640091287,COMPLETE
77,0.85251649758692,0.018976072092908285,101.0,0.8601398601398601,0.8531468531468531,0.8591549295774648,0.8732394366197183,0.8169014084507042,5,5.104717617781054,0.0698172867756118,0.11526423177600645,COMPLETE
37,0.852506648281296,0.019048720042823142,92.8,0.8601398601398601,0.8601398601398601,0.852112676056338,0.8732394366197183,0.8169014084507042,5,4.213098446489759,0.06599399655572225,0.0012253602796672425,COMPLETE
32,0.8524967989756721,0.01504919108357244,73.4,0.8601398601398601,0.8671328671328671,0.8591549295774648,0.852112676056338,0.823943661971831,4,2.585174621440031,0.09930377258762557,0.1207290877727694,COMPLETE
11,0.8524967989756721,0.01804618579039683,102.0,0.8601398601398601,0.8671328671328671,0.8591549295774648,0.8591549295774648,0.8169014084507042,4,3.063049119085515,0.09929898751091674,0.09437894199609617,COMPLETE
83,0.8511375947995667,0.02565084069949979,41.8,0.8461538461538461,0.8461538461538461,0.8661971830985915,0.8873239436619719,0.8098591549295775,7,2.3930789009782303,0.07758221824922684,0.15732260723202673,COMPLETE
29,0.8511375947995667,0.02751137624260423,44.0,0.8391608391608392,0.8531468531468531,0.8591549295774648,0.8943661971830986,0.8098591549295775,8,7.363229594858585,0.06471527180915047,0.1190962912030279,COMPLETE
84,0.8511277454939427,0.015633085215256817,52.4,0.8461538461538461,0.8531468531468531,0.8661971830985915,0.8661971830985915,0.823943661971831,6,3.0880802356265016,0.09831925241293,0.002343265102093075,COMPLETE
81,0.8511277454939427,0.02241157499056588,74.0,0.8531468531468531,0.8461538461538461,0.852112676056338,0.8873239436619719,0.8169014084507042,6,2.606136672436747,0.07392512786408803,0.03991793440902842,COMPLETE
65,0.8511178961883188,0.0191351096999326,74.8,0.8601398601398601,0.8461538461538461,0.8732394366197183,0.8591549295774648,0.8169014084507042,4,2.925352522418618,0.07268754819059146,0.1442463967277382,COMPLETE
55,0.8511080468826948,0.013806801450643226,56.8,0.8531468531468531,0.8601398601398601,0.8591549295774648,0.8591549295774648,0.823943661971831,5,3.21395954599579,0.09840052439695651,0.2472056193314597,COMPLETE
51,0.8510981975770708,0.017104067185346395,77.8,0.8601398601398601,0.8601398601398601,0.8591549295774648,0.8591549295774648,0.8169014084507042,4,2.944035999567224,0.09210521584515578,0.1300065101386254,COMPLETE
71,0.8510981975770708,0.017104067185346395,91.8,0.8601398601398601,0.8601398601398601,0.8591549295774648,0.8591549295774648,0.8169014084507042,5,3.3889415509906766,0.08470141945341521,0.13453873450625234,COMPLETE
2,0.8510981975770708,0.017666634456017398,69.0,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.8591549295774648,0.8169014084507042,5,2.2063679744189586,0.09132648946208811,0.01563918163916811,COMPLETE
52,0.8510981975770708,0.017666634456017398,86.2,0.8531468531468531,0.8671328671328671,0.8591549295774648,0.8591549295774648,0.8169014084507042,4,3.681321475489165,0.09290456344374308,0.0009275196501559724,COMPLETE
25,0.8510686496601991,0.022756466292314103,101.2,0.8671328671328671,0.8741258741258742,0.8450704225352113,0.8591549295774648,0.8098591549295775,4,2.658743440687073,0.08296147299821227,0.43335453931835016,COMPLETE
82,0.8497094454840933,0.018217765158713557,109.2,0.8531468531468531,0.8531468531468531,0.852112676056338,0.8732394366197183,0.8169014084507042,6,2.1323259816240325,0.0883874360138589,0.104554883329179,COMPLETE
34,0.8497094454840933,0.021234664361651934,78.8,0.8531468531468531,0.8531468531468531,0.8591549295774648,0.8732394366197183,0.8098591549295775,5,3.2245651191018627,0.08477248675978527,0.09132616621273126,COMPLETE
72,0.8496995961784692,0.018826349338276923,69.4,0.8601398601398601,0.8531468531468531,0.8450704225352113,0.8732394366197183,0.8169014084507042,5,3.2502761737419497,0.08878017755921783,0.1001703795985304,COMPLETE
53,0.8496798975672215,0.019478345987494854,72.4,0.8601398601398601,0.8671328671328671,0.8661971830985915,0.8380281690140845,0.8169014084507042,4,2.7619109750371433,0.07639495601298871,0.0716897324879879,COMPLETE
17,0.8496503496503497,0.02246976125877742,102.4,0.8671328671328671,0.8811188811188811,0.8450704225352113,0.8380281690140845,0.8169014084507042,4,1.643018262531463,0.07196105392768051,0.005172776890281283,COMPLETE
92,0.84833054269674,0.028967650092462188,30.6,0.8531468531468531,0.8321678321678322,0.8661971830985915,0.8873239436619719,0.8028169014084507,7,2.796894834610106,0.07939180495598305,0.0368840237438145,COMPLETE
97,0.8483108440854921,0.022552875410871222,51.4,0.8461538461538461,0.8531468531468531,0.852112676056338,0.8802816901408451,0.8098591549295775,5,3.2269671059346927,0.08419157577233821,0.3966015320141173,COMPLETE
90,0.8482911454742441,0.014011328761584547,69.0,0.8671328671328671,0.8461538461538461,0.852112676056338,0.852112676056338,0.823943661971831,5,3.2428557593958556,0.09425792621443478,0.2732845076984677,COMPLETE
38,0.8469122426868907,0.013621009247334004,82.0,0.8461538461538461,0.8461538461538461,0.852112676056338,0.8661971830985915,0.823943661971831,5,5.1790933652627,0.07005853886380517,0.28943462822676047,COMPLETE
46,0.8469122426868907,0.02151692570624185,45.8,0.8391608391608392,0.8531468531468531,0.8591549295774648,0.8732394366197183,0.8098591549295775,7,4.944277581261627,0.08912480037845331,0.0754328808928139,COMPLETE
60,0.8469122426868905,0.017443606879005858,87.6,0.8531468531468531,0.8391608391608392,0.8591549295774648,0.8661971830985915,0.8169014084507042,7,2.495107736887265,0.09108397662173798,0.4353206963383971,COMPLETE
58,0.8469122426868905,0.019051561540052143,61.8,0.8321678321678322,0.8601398601398601,0.8591549295774648,0.8661971830985915,0.8169014084507042,5,4.779899197831935,0.06853202242701283,0.13783254251399876,COMPLETE
78,0.8469122426868905,0.028292918595439264,34.8,0.8461538461538461,0.8461538461538461,0.8732394366197183,0.8732394366197183,0.795774647887324,8,3.3429949829395254,0.09387351118604503,0.04605198438958391,COMPLETE
24,0.8468925440756425,0.019735388695797582,61.0,0.8601398601398601,0.8461538461538461,0.8661971830985915,0.852112676056338,0.8098591549295775,5,3.8064217937151192,0.07408801209716469,0.19868678324521127,COMPLETE
59,0.8468826947700187,0.013909974562557619,88.8,0.8461538461538461,0.8671328671328671,0.8450704225352113,0.852112676056338,0.823943661971831,4,2.739644361242835,0.05180921878254761,0.2465422884266056,COMPLETE
76,0.8468826947700187,0.019809434147283225,83.8,0.8601398601398601,0.8531468531468531,0.8661971830985915,0.8450704225352113,0.8098591549295775,4,3.990928630701287,0.08471260632652977,0.3248701162718157,COMPLETE
3,0.8455136412882892,0.0159683946248596,33.6,0.8461538461538461,0.8391608391608392,0.8450704225352113,0.8732394366197183,0.823943661971831,9,3.748684830940672,0.03839172063267207,0.6272418852224153,COMPLETE
39,0.845513641288289,0.02129232175030552,73.6,0.8391608391608392,0.8461538461538461,0.8591549295774648,0.8732394366197183,0.8098591549295775,5,5.335673134420344,0.08494157171392487,0.37503410295689943,COMPLETE
66,0.8455037919826653,0.01834149635973156,38.6,0.8321678321678322,0.8601398601398601,0.852112676056338,0.8661971830985915,0.8169014084507042,5,5.792345629358843,0.05768988772326071,0.21045011682288356,COMPLETE
74,0.8455037919826651,0.01605897190627793,54.4,0.8391608391608392,0.8531468531468531,0.8591549295774648,0.8591549295774648,0.8169014084507042,5,2.9956333008006184,0.07195044795237045,0.1787272308214715,COMPLETE
70,0.8455037919826651,0.018364093065979033,76.4,0.8391608391608392,0.8531468531468531,0.8450704225352113,0.8732394366197183,0.8169014084507042,5,4.516711680292848,0.04420978442903484,0.031326281340915654,COMPLETE
69,0.8454939426770413,0.019984398874022483,40.2,0.8391608391608392,0.8601398601398601,0.852112676056338,0.8661971830985915,0.8098591549295775,6,6.745125187090184,0.06103721150597943,0.05407422962526163,COMPLETE
63,0.8454840933714174,0.014967205233168829,59.2,0.8601398601398601,0.8461538461538461,0.852112676056338,0.852112676056338,0.8169014084507042,5,3.835573206024201,0.07682757237244284,0.18461114260604367,COMPLETE
88,0.8454840933714174,0.01684653404173731,61.8,0.8531468531468531,0.8531468531468531,0.8380281690140845,0.8661971830985915,0.8169014084507042,5,3.5089444804880388,0.06882485152534948,0.3525576898230761,COMPLETE
56,0.8441248891953117,0.017241557635052033,48.8,0.8391608391608392,0.8321678321678322,0.852112676056338,0.8732394366197183,0.823943661971831,8,4.1006094304062515,0.08081650300474122,0.3445819592779872,COMPLETE
96,0.8441051905840637,0.012047782401587449,47.2,0.8461538461538461,0.8391608391608392,0.8591549295774648,0.852112676056338,0.823943661971831,5,3.0567946455461827,0.09338024229530795,0.29186404621011497,COMPLETE
57,0.8441051905840637,0.016836194568578735,52.2,0.8321678321678322,0.8531468531468531,0.8591549295774648,0.8591549295774648,0.8169014084507042,4,3.6704774555923096,0.061240993773293624,0.07157580422167495,COMPLETE
23,0.8441051905840637,0.017415360501964034,44.4,0.8321678321678322,0.8531468531468531,0.8732394366197183,0.8380281690140845,0.823943661971831,4,2.3750936204916346,0.05917063900770874,0.321545747830967,COMPLETE
15,0.8441051905840637,0.02241028938496603,39.6,0.8461538461538461,0.8391608391608392,0.8450704225352113,0.8802816901408451,0.8098591549295775,8,4.740142194832999,0.05028356316164968,0.3301564940442473,COMPLETE
73,0.8440854919728158,0.010559218187504233,67.2,0.8531468531468531,0.8461538461538461,0.8450704225352113,0.852112676056338,0.823943661971831,4,3.801122991255039,0.09840519647312591,0.2646818832317791,COMPLETE
49,0.8440854919728158,0.012272685369336078,67.0,0.8391608391608392,0.8601398601398601,0.8450704225352113,0.852112676056338,0.823943661971831,4,4.233941917737238,0.054458016831365905,0.26048433134001864,COMPLETE
95,0.8440854919728158,0.014514949467461624,32.0,0.8461538461538461,0.8531468531468531,0.8450704225352113,0.8591549295774648,0.8169014084507042,5,3.6796575759111927,0.09882900912251155,0.2102115346964817,COMPLETE
